"","Year","State","CoC.Number","CoC.Name","Measures","Count"
"9919",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Homeless Unaccompanied Children (Under 18)",3
"9920",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Homeless Unaccompanied Young Adults (Age 18-24)",42
"9921",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Homeless Unaccompanied Youth (Under 25)",45
"9922",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Homeless Veterans",78
"9923",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Parenting Youth (Under 25)",16
"9924",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Parenting Youth Age 18-24",16
"9925",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Parenting Youth Under 18",0
"9926",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Sheltered Children of Parenting Youth",25
"9927",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Sheltered Chronically Homeless",113
"9928",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Sheltered Chronically Homeless Individuals",55
"9929",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Sheltered Chronically Homeless People in Families",58
"9930",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Sheltered Homeless",680
"9931",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Sheltered Homeless Individuals",433
"9932",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Sheltered Homeless People in Families",247
"9933",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Sheltered Homeless Unaccompanied Children (Under 18)",3
"9934",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",37
"9935",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",40
"9936",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Sheltered Homeless Veterans",62
"9937",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Sheltered Parenting Youth (Under 25)",16
"9938",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Sheltered Parenting Youth Age 18-24",16
"9939",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Sheltered Parenting Youth Under 18",0
"9940",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Total Homeless",818
"9941",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Unsheltered Children of Parenting Youth",0
"9942",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Unsheltered Chronically Homeless",36
"9943",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Unsheltered Chronically Homeless Individuals",36
"9944",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Unsheltered Chronically Homeless People in Families",0
"9945",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Unsheltered Homeless",138
"9946",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Unsheltered Homeless Individuals",136
"9947",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Unsheltered Homeless People in Families",2
"9948",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"9949",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",5
"9950",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",5
"9951",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Unsheltered Homeless Veterans",16
"9952",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Unsheltered Parenting Youth (Under 25)",0
"9953",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Unsheltered Parenting Youth Age 18-24",0
"9954",2016-01-01,"North Carolina","NC-507","Raleigh/Wake County CoC","Unsheltered Parenting Youth Under 18",0
"9955",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Children of Parenting Youth",3
"9956",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Chronically Homeless",36
"9957",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Chronically Homeless Individuals",31
"9958",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Chronically Homeless People in Families",5
"9959",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Homeless Individuals",238
"9960",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Homeless People in Families",90
"9961",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Homeless Unaccompanied Children (Under 18)",14
"9962",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Homeless Unaccompanied Young Adults (Age 18-24)",17
"9963",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Homeless Unaccompanied Youth (Under 25)",31
"9964",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Homeless Veterans",16
"9965",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Parenting Youth (Under 25)",2
"9966",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Parenting Youth Age 18-24",2
"9967",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Parenting Youth Under 18",0
"9968",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Sheltered Children of Parenting Youth",3
"9969",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Sheltered Chronically Homeless",14
"9970",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Sheltered Chronically Homeless Individuals",14
"9971",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Sheltered Chronically Homeless People in Families",0
"9972",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Sheltered Homeless",243
"9973",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Sheltered Homeless Individuals",171
"9974",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Sheltered Homeless People in Families",72
"9975",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Sheltered Homeless Unaccompanied Children (Under 18)",14
"9976",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",13
"9977",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",27
"9978",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Sheltered Homeless Veterans",13
"9979",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Sheltered Parenting Youth (Under 25)",2
"9980",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Sheltered Parenting Youth Age 18-24",2
"9981",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Sheltered Parenting Youth Under 18",0
"9982",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Total Homeless",328
"9983",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Unsheltered Children of Parenting Youth",0
"9984",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Unsheltered Chronically Homeless",22
"9985",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Unsheltered Chronically Homeless Individuals",17
"9986",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Unsheltered Chronically Homeless People in Families",5
"9987",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Unsheltered Homeless",85
"9988",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Unsheltered Homeless Individuals",67
"9989",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Unsheltered Homeless People in Families",18
"9990",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"9991",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",4
"9992",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",4
"9993",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Unsheltered Homeless Veterans",3
"9994",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Unsheltered Parenting Youth (Under 25)",0
"9995",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Unsheltered Parenting Youth Age 18-24",0
"9996",2016-01-01,"North Carolina","NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","Unsheltered Parenting Youth Under 18",0
"9997",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Children of Parenting Youth",9
"9998",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Chronically Homeless",80
"9999",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Chronically Homeless Individuals",74
"10000",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Chronically Homeless People in Families",6
"10001",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Homeless Individuals",341
"10002",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Homeless People in Families",174
"10003",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Homeless Unaccompanied Children (Under 18)",0
"10004",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Homeless Unaccompanied Young Adults (Age 18-24)",15
"10005",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Homeless Unaccompanied Youth (Under 25)",15
"10006",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Homeless Veterans",43
"10007",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Parenting Youth (Under 25)",5
"10008",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Parenting Youth Age 18-24",5
"10009",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Parenting Youth Under 18",0
"10010",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Sheltered Children of Parenting Youth",5
"10011",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Sheltered Chronically Homeless",1
"10012",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Sheltered Chronically Homeless Individuals",1
"10013",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Sheltered Chronically Homeless People in Families",0
"10014",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Sheltered Homeless",224
"10015",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Sheltered Homeless Individuals",81
"10016",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Sheltered Homeless People in Families",143
"10017",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Sheltered Homeless Unaccompanied Children (Under 18)",0
"10018",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",6
"10019",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",6
"10020",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Sheltered Homeless Veterans",18
"10021",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Sheltered Parenting Youth (Under 25)",2
"10022",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Sheltered Parenting Youth Age 18-24",2
"10023",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Sheltered Parenting Youth Under 18",0
"10024",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Total Homeless",515
"10025",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Unsheltered Children of Parenting Youth",4
"10026",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Unsheltered Chronically Homeless",79
"10027",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Unsheltered Chronically Homeless Individuals",73
"10028",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Unsheltered Chronically Homeless People in Families",6
"10029",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Unsheltered Homeless",291
"10030",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Unsheltered Homeless Individuals",260
"10031",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Unsheltered Homeless People in Families",31
"10032",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"10033",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",9
"10034",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",9
"10035",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Unsheltered Homeless Veterans",25
"10036",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Unsheltered Parenting Youth (Under 25)",3
"10037",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Unsheltered Parenting Youth Age 18-24",3
"10038",2016-01-01,"North Carolina","NC-511","Fayetteville/Cumberland County CoC","Unsheltered Parenting Youth Under 18",0
"10039",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Children of Parenting Youth",1
"10040",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Chronically Homeless",16
"10041",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Chronically Homeless Individuals",16
"10042",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Chronically Homeless People in Families",0
"10043",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Homeless Individuals",70
"10044",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Homeless People in Families",10
"10045",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Homeless Unaccompanied Children (Under 18)",0
"10046",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Homeless Unaccompanied Young Adults (Age 18-24)",3
"10047",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Homeless Unaccompanied Youth (Under 25)",3
"10048",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Homeless Veterans",7
"10049",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Parenting Youth (Under 25)",1
"10050",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Parenting Youth Age 18-24",1
"10051",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Parenting Youth Under 18",0
"10052",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Sheltered Children of Parenting Youth",1
"10053",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Sheltered Chronically Homeless",2
"10054",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Sheltered Chronically Homeless Individuals",2
"10055",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Sheltered Chronically Homeless People in Families",0
"10056",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Sheltered Homeless",65
"10057",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Sheltered Homeless Individuals",55
"10058",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Sheltered Homeless People in Families",10
"10059",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Sheltered Homeless Unaccompanied Children (Under 18)",0
"10060",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",3
"10061",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",3
"10062",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Sheltered Homeless Veterans",5
"10063",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Sheltered Parenting Youth (Under 25)",1
"10064",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Sheltered Parenting Youth Age 18-24",1
"10065",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Sheltered Parenting Youth Under 18",0
"10066",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Total Homeless",80
"10067",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Unsheltered Children of Parenting Youth",0
"10068",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Unsheltered Chronically Homeless",14
"10069",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Unsheltered Chronically Homeless Individuals",14
"10070",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Unsheltered Chronically Homeless People in Families",0
"10071",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Unsheltered Homeless",15
"10072",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Unsheltered Homeless Individuals",15
"10073",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Unsheltered Homeless People in Families",0
"10074",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"10075",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",0
"10076",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",0
"10077",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Unsheltered Homeless Veterans",2
"10078",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Unsheltered Parenting Youth (Under 25)",0
"10079",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Unsheltered Parenting Youth Age 18-24",0
"10080",2016-01-01,"North Carolina","NC-513","Chapel Hill/Orange County CoC","Unsheltered Parenting Youth Under 18",0
"10081",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Children of Parenting Youth",11
"10082",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Chronically Homeless",19
"10083",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Chronically Homeless Individuals",19
"10084",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Chronically Homeless People in Families",0
"10085",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Homeless Individuals",216
"10086",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Homeless People in Families",304
"10087",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Homeless Unaccompanied Children (Under 18)",0
"10088",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Homeless Unaccompanied Young Adults (Age 18-24)",27
"10089",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Homeless Unaccompanied Youth (Under 25)",27
"10090",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Homeless Veterans",7
"10091",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Parenting Youth (Under 25)",12
"10092",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Parenting Youth Age 18-24",12
"10093",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Parenting Youth Under 18",0
"10094",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Sheltered Children of Parenting Youth",0
"10095",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Sheltered Chronically Homeless",11
"10096",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Sheltered Chronically Homeless Individuals",11
"10097",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Sheltered Chronically Homeless People in Families",0
"10098",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Sheltered Homeless",116
"10099",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Sheltered Homeless Individuals",69
"10100",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Sheltered Homeless People in Families",47
"10101",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Sheltered Homeless Unaccompanied Children (Under 18)",0
"10102",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",15
"10103",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",15
"10104",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Sheltered Homeless Veterans",4
"10105",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Sheltered Parenting Youth (Under 25)",0
"10106",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Sheltered Parenting Youth Age 18-24",0
"10107",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Sheltered Parenting Youth Under 18",0
"10108",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Total Homeless",520
"10109",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Unsheltered Children of Parenting Youth",11
"10110",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Unsheltered Chronically Homeless",8
"10111",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Unsheltered Chronically Homeless Individuals",8
"10112",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Unsheltered Chronically Homeless People in Families",0
"10113",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Unsheltered Homeless",404
"10114",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Unsheltered Homeless Individuals",147
"10115",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Unsheltered Homeless People in Families",257
"10116",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"10117",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",12
"10118",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",12
"10119",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Unsheltered Homeless Veterans",3
"10120",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Unsheltered Parenting Youth (Under 25)",12
"10121",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Unsheltered Parenting Youth Age 18-24",12
"10122",2016-01-01,"North Carolina","NC-516","Northwest North Carolina CoC","Unsheltered Parenting Youth Under 18",0
"10123",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Children of Parenting Youth",18
"10124",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Chronically Homeless",120
"10125",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Chronically Homeless Individuals",89
"10126",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Chronically Homeless People in Families",31
"10127",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Homeless Individuals",662
"10128",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Homeless People in Families",261
"10129",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Homeless Unaccompanied Children (Under 18)",10
"10130",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Homeless Unaccompanied Young Adults (Age 18-24)",64
"10131",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Homeless Unaccompanied Youth (Under 25)",74
"10132",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Homeless Veterans",116
"10133",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Parenting Youth (Under 25)",13
"10134",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Parenting Youth Age 18-24",13
"10135",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Parenting Youth Under 18",0
"10136",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Sheltered Children of Parenting Youth",10
"10137",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Sheltered Chronically Homeless",41
"10138",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Sheltered Chronically Homeless Individuals",41
"10139",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Sheltered Chronically Homeless People in Families",0
"10140",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Sheltered Homeless",707
"10141",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Sheltered Homeless Individuals",509
"10142",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Sheltered Homeless People in Families",198
"10143",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Sheltered Homeless Unaccompanied Children (Under 18)",10
"10144",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",51
"10145",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",61
"10146",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Sheltered Homeless Veterans",63
"10147",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Sheltered Parenting Youth (Under 25)",9
"10148",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Sheltered Parenting Youth Age 18-24",9
"10149",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Sheltered Parenting Youth Under 18",0
"10150",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Total Homeless",923
"10151",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Unsheltered Children of Parenting Youth",8
"10152",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Unsheltered Chronically Homeless",79
"10153",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Unsheltered Chronically Homeless Individuals",48
"10154",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Unsheltered Chronically Homeless People in Families",31
